ID,CATEGORY_ID,FILE_ID,FRAN_NAME,CREATED_AT
425,1,147,맘스츄러스,2025-11-03 16:31:47
426,1,14,레이지앤코(LAZY &amp; CO),2025-11-03 16:31:47
427,1,14,씨이오다방,2025-11-03 16:31:47
428,1,14,씨이오카페인,2025-11-03 16:31:47
429,1,14,PRESENT(프레전트),2025-11-03 16:31:47
430,1,14,씨이오커피,2025-11-03 16:31:47
431,1,14,씨이오로스팅,2025-11-03 16:31:47
432,1,148,플라타너스(PLATANUS),2025-11-03 16:31:47
433,1,14,보버라운지(BOVER),2025-11-03 16:31:47
434,1,14,카페프런치,2025-11-03 16:31:47
435,1,149,이공커피,2025-11-03 16:31:47
436,1,14,카페일루이스,2025-11-03 16:31:47
437,1,14,차뜨라므,2025-11-03 16:31:47
438,1,150,킨크커피,2025-11-03 16:31:47
439,1,14,디디커피,2025-11-03 16:31:47
440,1,14,만족커피,2025-11-03 16:31:47
441,1,151,차차커피코,2025-11-03 16:31:47
442,1,14,민정커피(MINJUNG COFFEE),2025-11-03 16:31:47
443,1,153,콩하우스,2025-11-03 16:31:47
444,1,14,워크업커피,2025-11-03 16:31:47
445,1,14,프레쉬앤리프레쉬(fresh&refresh),2025-11-03 16:31:47
446,1,14,카페0.9(CAFE0.9),2025-11-03 16:31:47
447,1,154,아필코(APILCO),2025-11-03 16:31:47
448,1,155,일커피(iL COFFEE),2025-11-03 16:31:47
449,1,156,벤티프레소,2025-11-03 16:31:47
450,1,14,꿀스커피GGUL&#39;S COFFEE,2025-11-03 16:31:47
451,1,14,커피왕,2025-11-03 16:31:47
452,1,157,커피다스1리터,2025-11-03 16:31:47
453,1,158,베러댄와플,2025-11-03 16:31:47
454,1,14,커피시키신분,2025-11-03 16:31:47
455,1,14,어반그레이,2025-11-03 16:31:47
456,1,14,바리스케이(Bari’s K),2025-11-03 16:31:47
457,1,14,밸리온(Valleyon),2025-11-03 16:31:47
458,1,14,조선다방,2025-11-03 16:31:47
459,1,14,pindle,2025-11-03 16:31:47
460,1,14,아프리카커피초콜릿,2025-11-03 16:31:47
461,1,14,세가프레도,2025-11-03 16:31:47
462,1,14,ARIA(아리아),2025-11-03 16:31:47
463,1,159,해머스미스커피,2025-11-03 16:31:47
464,1,14,일맥커피,2025-11-03 16:31:47
465,1,160,아이캔커피,2025-11-03 16:31:47
466,1,14,스탠다드 오프,2025-11-03 16:31:47
467,1,14,집생로커피,2025-11-03 16:31:47
468,1,14,카페핑크뮬리,2025-11-03 16:31:47
469,1,14,말리따(MALITTA),2025-11-03 16:31:47
470,1,14,더멍24,2025-11-03 16:31:47
471,1,161,커피식구,2025-11-03 16:31:47
472,1,14,단청커피,2025-11-03 16:31:47
473,1,14,꾸브라빈,2025-11-03 16:31:47
474,1,162,하이커피,2025-11-03 16:31:47
475,1,14,듀코비커피,2025-11-03 16:31:47
476,1,14,듀코비라운지,2025-11-03 16:31:47
477,1,14,제이엠티(JMT),2025-11-03 16:31:47
478,1,14,공짜커피,2025-11-03 16:31:47
479,1,14,매드포커피(MAD 4 COFFEE),2025-11-03 16:31:47
480,1,14,아아수혈,2025-11-03 16:31:47
481,1,14,킹스더킹,2025-11-03 16:31:47
482,1,163,하삼동커피,2025-11-03 16:31:47
483,1,14,CAFE ONRY,2025-11-03 16:31:47
484,1,14,프루체,2025-11-03 16:31:47
485,1,14,비바리움 파크 카페,2025-11-03 16:31:47
486,1,14,프라임 브이8(PRIME V8),2025-11-03 16:31:47
487,1,14,베로에스프레소 (VERO ESPRESSO),2025-11-03 16:31:47
488,1,14,담소커피,2025-11-03 16:31:47
